"Site","Quadrat","Year","Depth metres","Temperature celsius","Sand %","Macroalgae %","Microalgae %","Corals %"
"LTER06","Q1.8",2018,"10",27.4123889271993,0,0,13.4,76.3
"LTER01","Q1.8",2019,"10",NA,0,0,8.5,86.6
"LTER02","Q1.8",2019,"10",27.141354255825,0,1.1,16.4,73.2
"LTER03","Q1.8",2019,"10",26.9936623985925,4.3,5.4,20.7,55.9
"LTER04","Q1.8",2019,"10",27.8805200792502,4.7,0,19.9,67
"LTER05","Q1.8",2019,"10",27.9649625118934,2.1,1,44.3,38.5
"LTER06","Q1.8",2019,"10",28.1402852934988,1.1,0,19.6,65.2
"LTER01","Q1.8",2020,"10",NA,0,3.7,75.9,5.8
"LTER02","Q1.8",2020,"10",28.0770432372926,0,20.5,44.2,11.6
"LTER03","Q1.8",2020,"10",28.0046496089894,0,19.4,33,36.1
"LTER04","Q1.8",2020,"10",27.9841966964116,0,2.6,50.8,38
"LTER05","Q1.8",2020,"10",28.0373661629585,0,1.1,76.2,9.5
"LTER06","Q1.8",2020,"10",28.459912133109,0,13.7,43.7,28.9
"LTER01","Q1.8",2021,"10",NA,0,17.8,78.4,3.2
"LTER02","Q1.8",2021,"10",28.2740736403851,0,50.5,42.4,5.4
"LTER03","Q1.8",2021,"10",28.2299615803291,0,17.3,23.6,58.5
"LTER06","Q1.8",2021,"10",NA,0,33.7,34.7,30.4
"LTER01","Q2.1",2005,"10",NA,0,0,50,50
"LTER02","Q2.1",2005,"10",27.4358790656788,0,0,72.1,27.7
"LTER03","Q2.1",2005,"10",27.3067898281614,0,4.3,59.9,34.1
"LTER04","Q2.1",2005,"10",NA,0,0,75.8,22.9
"LTER05","Q2.1",2005,"10",NA,0,1.8,60,39.4
"LTER06","Q2.1",2005,"10",27.5642642123462,0,0,34,66
"LTER01","Q2.1",2006,"10",NA,0,2.9,63.7,33.3
"LTER02","Q2.1",2006,"10",28.0066848053579,0,1.2,72.9,23.4
"LTER03","Q2.1",2006,"10",27.9247412709896,0,3.5,71.8,21.2
"LTER04","Q2.1",2006,"10",28.0971148989899,1.9,0,69.6,28.5
"LTER05","Q2.1",2006,"10",27.3473522301463,0,0,48.4,52.2
"LTER06","Q2.1",2006,"10",27.9637777438792,0,0,27.3,72.7
"LTER01","Q2.1",2007,"10",NA,0,1.3,56.6,42.1
"LTER02","Q2.1",2007,"10",28.0356897667161,0,0.6,72,24.2
"LTER03","Q2.1",2007,"10",28.9161595152309,0,1.9,60.5,36.3
"LTER04","Q2.1",2007,"10",27.9331420307505,0,0,51.3,48.2
"LTER05","Q2.1",2007,"10",28.0302540468482,0,10.2,43.4,46.9
"LTER06","Q2.1",2007,"10",28.0141901971231,0,0,29.9,70.1
"LTER01","Q2.1",2008,"10",NA,0,31.7,63.8,4.5
"LTER02","Q2.1",2008,"10",27.5611068818514,0,4.5,94.5,0.5
"LTER03","Q2.1",2008,"10",26.901772428884,0,12.5,59,26.5
"LTER04","Q2.1",2008,"10",27.4584466461679,0,1.5,67,28.5
"LTER05","Q2.1",2008,"10",27.5088246679317,0,28.8,60.1,12.6
"LTER06","Q2.1",2008,"10",27.4985380205763,0,5,42.2,52.8
"LTER01","Q2.1",2009,"10",NA,0,9.5,85.5,4.5
"LTER02","Q2.1",2009,"10",27.9294047573739,0,9.3,90.2,0.5
"LTER03","Q2.1",2009,"10",27.8308762847354,0,13.5,86.5,0
"LTER04","Q2.1",2009,"10",27.8170463974422,0,7,90.3,2.7
"LTER05","Q2.1",2009,"10",27.8537552325139,0,30,55.8,17.4
"LTER06","Q2.1",2009,"10",27.8589474084786,0,10.9,87.5,1.5
"LTER01","Q2.1",2010,"10",NA,0,0,100,0
"LTER02","Q2.1",2010,"10",27.8296715133983,0,1.1,95.8,3.2
"LTER03","Q2.1",2010,"10",27.7704608593066,0,0.6,98.9,0.6
"LTER04","Q2.1",2010,"10",27.75434688285,0,0.5,76,23.5
"LTER05","Q2.1",2010,"10",27.7994062119367,0,3.2,77.9,17.9
"LTER06","Q2.1",2010,"10",27.7881468651262,0,2.1,96.9,0
"LTER01","Q2.1",2011,"10",NA,0,2.7,97.3,0
"LTER02","Q2.1",2011,"10",27.1988156943334,0,21.7,78.3,0
"LTER03","Q2.1",2011,"10",27.3481164201968,0,3.1,94.9,2
"LTER04","Q2.1",2011,"10",27.1343604186489,0,2.1,92.6,4.2
"LTER05","Q2.1",2011,"10",27.4974316465004,0,18.8,76.9,4.3
"LTER06","Q2.1",2011,"10",27.1521394322247,0.5,8.8,87.9,1.6
"LTER01","Q2.1",2012,"10",NA,0,16.4,77,6.5
"LTER02","Q2.1",2012,"10",27.6908552556656,0,18,79.8,2.2
"LTER03","Q2.1",2012,"10",27.0555820404808,0,7.9,91,1.1
"LTER04","Q2.1",2012,"10",27.5607759471566,0,7.7,88,4.3
"LTER05","Q2.1",2012,"10",27.1423988133079,0,35.8,63.1,1.1
"LTER06","Q2.1",2012,"10",27.6373602673147,0,24.6,68.3,5.4
"LTER01","Q2.1",2013,"10",NA,0,19.9,68,11.7
"LTER02","Q2.1",2013,"10",27.4281327437002,0,21.6,71,7.4
"LTER03","Q2.1",2013,"10",27.3001222019187,0,2.3,84.7,1.7
"LTER04","Q2.1",2013,"10",27.2654407341126,2.1,2.7,87.6,6.9
"LTER05","Q2.1",2013,"10",27.3269287862064,0.5,18.9,77.8,0
"LTER06","Q2.1",2013,"10",27.3451215423303,0,15.6,61.7,17.8
"LTER01","Q2.1",2014,"10",NA,0,17.2,51.7,30
"LTER02","Q2.1",2014,"10",27.747353243686,0,12.4,61.2,25.8
"LTER03","Q2.1",2014,"10",27.9348737850972,0,8.7,73.8,8.8
"LTER04","Q2.1",2014,"10",27.6346662099414,0,0,91.2,7.7
"LTER05","Q2.1",2014,"10",27.7041951200944,0,3.8,91.9,3.2
"LTER06","Q2.1",2014,"10",27.6953348554033,0,3.7,68.3,24.4
"LTER01","Q2.1",2015,"10",NA,0,1.7,38.1,59.2
"LTER02","Q2.1",2015,"10",27.9228713888783,0.6,2.4,65.7,29.5
"LTER03","Q2.1",2015,"10",NA,0,17.8,66.1,11.8
"LTER04","Q2.1",2015,"10",27.8291361455875,0,0,85.6,11
"LTER05","Q2.1",2015,"10",27.793423803411,0,1.6,80.8,14.8
"LTER06","Q2.1",2015,"10",27.8670479199178,0,8.5,63.6,23.9
"LTER01","Q2.1",2016,"10",NA,0,3.3,29.7,65.8
"LTER02","Q2.1",2016,"10",28.1007888543011,0,0.5,48.7,47.5
"LTER03","Q2.1",2016,"10",27.7674599448923,5.3,28.4,47.9,10.7
"LTER04","Q2.1",2016,"10",27.9693481149626,3.3,0,74.2,16.4
"LTER05","Q2.1",2016,"10",28.0589241998023,0.6,0.6,70.7,10.5
"LTER06","Q2.1",2016,"10",28.0814179954442,0.6,0.6,65.1,21.7
"LTER01","Q2.1",2017,"10",NA,0.6,1.1,20.7,74.1
"LTER02","Q2.1",2017,"10",28.0340834507176,1.2,0,28.3,62.4
"LTER03","Q2.1",2017,"10",27.9730252613905,0.6,11.6,54.9,15.1
"LTER04","Q2.1",2017,"10",27.9515416238438,0,0,63.6,26
"LTER05","Q2.1",2017,"10",27.9874088035945,0,0,62.2,9.4
"LTER06","Q2.1",2017,"10",28.3205312733329,1.2,4,65.3,19.1
"LTER01","Q2.1",2018,"10",NA,0.5,0,11.3,85
"LTER02","Q2.1",2018,"10",28.4551836201598,0,1.1,18.4,71.1
"LTER03","Q2.1",2018,"10",28.1429816122747,0,15.1,38,29.1
"LTER04","Q2.1",2018,"10",27.8401507058375,1.6,0,59.1,34
"LTER05","Q2.1",2018,"10",27.8926620652837,0,4,35.6,24.9
"LTER06","Q2.1",2018,"10",27.4123889271993,1.1,0,69.7,20.2
"LTER01","Q2.1",2019,"10",NA,0,0.5,4.9,84.5
"LTER02","Q2.1",2019,"10",27.141354255825,0.5,0,8,81.7
"LTER03","Q2.1",2019,"10",26.9936623985925,8.5,16.9,39.2,18.5
"LTER04","Q2.1",2019,"10",27.8805200792502,5.3,0,41.8,44.5
"LTER05","Q2.1",2019,"10",27.9649625118934,1.6,0.5,33.2,33.1
"LTER06","Q2.1",2019,"10",28.1402852934988,11.7,0,47.2,25.6
"LTER01","Q2.1",2020,"10",NA,0,16.9,50.8,13.2
"LTER02","Q2.1",2020,"10",28.0770432372926,0,33.5,49.7,10.7
"LTER03","Q2.1",2020,"10",28.0046496089894,0,36.6,41.8,10.3
"LTER04","Q2.1",2020,"10",27.9841966964116,0,1,43.8,46.9
"LTER05","Q2.1",2020,"10",28.0373661629585,0,0,55.4,27.2
"LTER06","Q2.1",2020,"10",28.459912133109,0,10.6,52.5,23.8
"LTER01","Q2.1",2021,"10",NA,0,20.9,68.7,9.3
"LTER02","Q2.1",2021,"10",28.2740736403851,0.5,55,43.5,0.5
"LTER03","Q2.1",2021,"10",28.2299615803291,1.1,24.9,57.7,15.9
"LTER04","Q2.1",2021,"10",28.3037828633701,0,8.3,44.2,45.9
"LTER05","Q2.1",2021,"10",28.2362619424233,0,21.6,44.3,28.6
"LTER06","Q2.1",2021,"10",NA,0,27.6,61.6,9.6
"LTER01","Q2.2",2005,"10",NA,0,10.1,50.3,39.7
"LTER02","Q2.2",2005,"10",27.4358790656788,0,0,56.1,43.3
"LTER03","Q2.2",2005,"10",27.3067898281614,0,3,76.9,18.3
"LTER04","Q2.2",2005,"10",NA,0,0,65.5,34.5
"LTER05","Q2.2",2005,"10",NA,0,0,53.8,45.5
"LTER06","Q2.2",2005,"10",27.5642642123462,0,0,74.3,25.8
"LTER01","Q2.2",2006,"10",NA,0,9.2,49.7,41.1
"LTER02","Q2.2",2006,"10",28.0066848053579,0,0,52.7,47.2
"LTER03","Q2.2",2006,"10",27.9247412709896,0,9.3,68,22.6
"LTER04","Q2.2",2006,"10",28.0971148989899,2.9,1.2,58.5,37.5
"LTER05","Q2.2",2006,"10",27.3473522301463,0,0,27.5,72.5
"LTER06","Q2.2",2006,"10",27.9637777438792,0,0,68.1,31.8
"LTER01","Q2.2",2007,"10",NA,0,0,66,34.1
"LTER02","Q2.2",2007,"10",28.0356897667161,0,0,60.7,39.2
"LTER03","Q2.2",2007,"10",28.9161595152309,0,3.7,70.2,25.5
"LTER04","Q2.2",2007,"10",27.9331420307505,0,0,77.9,22.2
"LTER05","Q2.2",2007,"10",28.0302540468482,0,0,53.8,46.1
"LTER06","Q2.2",2007,"10",28.0141901971231,0,0,58,40.9
"LTER01","Q2.2",2008,"10",NA,0,30.8,49,20.2
"LTER02","Q2.2",2008,"10",27.5611068818514,0,4,82.5,13.5
"LTER03","Q2.2",2008,"10",26.901772428884,0,15.2,82.2,2.5
"LTER04","Q2.2",2008,"10",27.4584466461679,0,2,71.5,26
"LTER06","Q2.2",2008,"10",27.4985380205763,0,3.5,61.3,34.6
"LTER01","Q2.2",2009,"10",NA,0,4.1,80,15.9
"LTER02","Q2.2",2009,"10",27.9294047573739,0.5,5.2,92.1,1.6
"LTER03","Q2.2",2009,"10",27.8308762847354,0,19.3,80.7,0
"LTER04","Q2.2",2009,"10",27.8170463974422,0,11.5,84.8,3.2
"LTER05","Q2.2",2009,"10",27.8537552325139,0,12.2,55.6,32.2
"LTER06","Q2.2",2009,"10",27.8589474084786,0,7.9,91.6,0.5
"LTER01","Q2.2",2010,"10",NA,0,0,100,0
"LTER02","Q2.2",2010,"10",27.8296715133983,0,18,80.9,1
"LTER03","Q2.2",2010,"10",27.7704608593066,0,0,99.5,0.5
"LTER04","Q2.2",2010,"10",27.75434688285,0,0,92.5,7.5
"LTER06","Q2.2",2010,"10",27.7881468651262,0,2,98,0
"LTER01","Q2.2",2011,"10",NA,0,2.6,96.9,0.5
"LTER02","Q2.2",2011,"10",27.1988156943334,2.7,27,67.6,2.7
"LTER03","Q2.2",2011,"10",27.3481164201968,0,1.1,98.9,0
"LTER04","Q2.2",2011,"10",27.1343604186489,0,0.5,98.4,0.5
"LTER05","Q2.2",2011,"10",27.4974316465004,0,5.5,89,5.5
"LTER06","Q2.2",2011,"10",27.1521394322247,0,8.1,90.8,1
"LTER01","Q2.2",2012,"10",NA,0,10.8,83.3,6
"LTER02","Q2.2",2012,"10",27.6908552556656,2.2,32.6,59.8,5.5
"LTER03","Q2.2",2012,"10",27.0555820404808,0,6.9,92,1.1
"LTER04","Q2.2",2012,"10",27.5607759471566,0,4.5,93.8,1.7
"LTER05","Q2.2",2012,"10",27.1423988133079,0,19.4,61.8,17.1
"LTER06","Q2.2",2012,"10",27.6373602673147,1,9.3,86,3.1
"LTER01","Q2.2",2013,"10",NA,0,11.7,63.3,24
"LTER02","Q2.2",2013,"10",27.4281327437002,0,23.2,60.5,16.2
"LTER03","Q2.2",2013,"10",27.3001222019187,1.1,7.9,71.6,4.2
"LTER04","Q2.2",2013,"10",27.2654407341126,0,0.6,93.7,5.7
"LTER05","Q2.2",2013,"10",27.3269287862064,0,20.1,60.3,19
"LTER06","Q2.2",2013,"10",27.3451215423303,0,6.7,74.9,14.1
"LTER01","Q2.2",2014,"10",NA,0,5.5,50.8,42.6
"LTER02","Q2.2",2014,"10",27.747353243686,0.6,27.5,40.4,31
"LTER03","Q2.2",2014,"10",27.9348737850972,0,9.4,76.7,11.6
"LTER04","Q2.2",2014,"10",27.6346662099414,0,0,88.6,4.9
"LTER05","Q2.2",2014,"10",27.7041951200944,0,1.6,82.6,9.8
"LTER06","Q2.2",2014,"10",27.6953348554033,0,1.1,80.5,16.7
"LTER01","Q2.2",2015,"10",NA,0,1.1,30.9,67.5
"LTER02","Q2.2",2015,"10",27.9228713888783,0,12,40.6,46.9
"LTER03","Q2.2",2015,"10",NA,0,23.3,47.7,15.2
"LTER04","Q2.2",2015,"10",27.8291361455875,0,1.1,72.5,22
"LTER05","Q2.2",2015,"10",27.793423803411,0,0.6,86.7,4
"LTER06","Q2.2",2015,"10",27.8670479199178,0,0,71.3,24.4
"LTER01","Q2.2",2016,"10",NA,0,0,15.8,81.9
"LTER02","Q2.2",2016,"10",28.1007888543011,0,0,47.3,52.2
"LTER03","Q2.2",2016,"10",27.7674599448923,0,24.5,54.3,18
"LTER04","Q2.2",2016,"10",27.9693481149626,9.6,0,58.4,20.3
"LTER05","Q2.2",2016,"10",28.0589241998023,0,0.6,79,14.4
"LTER06","Q2.2",2016,"10",28.0814179954442,0,0,68.9,27.1
"LTER01","Q2.2",2017,"10",NA,0,0,6.5,92.3
"LTER02","Q2.2",2017,"10",28.0340834507176,1.2,0,27.3,66.3
"LTER03","Q2.2",2017,"10",27.9730252613905,0.6,7.5,50.6,22.4
"LTER04","Q2.2",2017,"10",27.9515416238438,2.3,0,54.9,29.7
"LTER05","Q2.2",2017,"10",27.9874088035945,0,0.6,59.9,15.3
"LTER06","Q2.2",2017,"10",28.3205312733329,1.7,1.1,43.6,43.8
"LTER01","Q2.2",2018,"10",NA,0,1.1,6.5,92.5
"LTER02","Q2.2",2018,"10",28.4551836201598,0,0,18.9,71.7
"LTER03","Q2.2",2018,"10",28.1429816122747,0,12,28.8,34.8
"LTER04","Q2.2",2018,"10",27.8401507058375,3.8,0,65.2,14.6
"LTER05","Q2.2",2018,"10",27.8926620652837,0,1.1,48.4,35.2
"LTER06","Q2.2",2018,"10",27.4123889271993,0.5,0,30.8,54.3
"LTER01","Q2.2",2019,"10",NA,0,0,9.7,86.8
"LTER02","Q2.2",2019,"10",27.141354255825,4.8,0,16.6,73.2
"LTER03","Q2.2",2019,"10",26.9936623985925,2.7,11.8,31.6,40.7
"LTER04","Q2.2",2019,"10",27.8805200792502,3.1,2.6,60.7,19.3
"LTER06","Q2.2",2019,"10",28.1402852934988,1.6,1.1,13.4,62.5
"LTER01","Q2.2",2020,"10",NA,0,7.3,61.8,10.5
"LTER02","Q2.2",2020,"10",28.0770432372926,0,22.4,42.7,17.7
"LTER03","Q2.2",2020,"10",28.0046496089894,0,17.9,34.2,21
"LTER04","Q2.2",2020,"10",27.9841966964116,0,1.6,57.5,26.5
"LTER05","Q2.2",2020,"10",28.0373661629585,0,0,61.6,10
"LTER06","Q2.2",2020,"10",28.459912133109,0,43.6,24.1,27.1
"LTER01","Q2.2",2021,"10",NA,0,32.3,66.1,0.5
"LTER02","Q2.2",2021,"10",28.2740736403851,0.5,37.9,53.8,7
"LTER03","Q2.2",2021,"10",28.2299615803291,0,18.6,55.9,25
"LTER04","Q2.2",2021,"10",28.3037828633701,0,8.2,53.3,35.6
"LTER05","Q2.2",2021,"10",28.2362619424233,0,15.7,57.3,20.4
"LTER06","Q2.2",2021,"10",NA,0,54.2,32.3,12.5
"LTER01","Q2.3",2005,"10",NA,0,1.8,57.8,40.4
"LTER02","Q2.3",2005,"10",27.4358790656788,0,1.8,60.8,37.4
"LTER03","Q2.3",2005,"10",27.3067898281614,0,1.2,73.2,23.2
"LTER04","Q2.3",2005,"10",NA,0,0,66.7,32.8
"LTER05","Q2.3",2005,"10",NA,0,0,45.1,55
"LTER06","Q2.3",2005,"10",27.5642642123462,0,0,75,24.9
"LTER01","Q2.3",2006,"10",NA,0,10.4,46.2,39.8
"LTER02","Q2.3",2006,"10",28.0066848053579,1.7,1.2,51.7,45.3
"LTER03","Q2.3",2006,"10",27.9247412709896,0,0,66.1,32.8
"LTER04","Q2.3",2006,"10",28.0971148989899,1.8,0,67.3,29
"LTER05","Q2.3",2006,"10",27.3473522301463,1.2,0,31.9,66.9
"LTER06","Q2.3",2006,"10",27.9637777438792,0,0,64.5,34.3
"LTER01","Q2.3",2007,"10",NA,0,0.6,57.9,39
"LTER02","Q2.3",2007,"10",28.0356897667161,0,2.4,74.3,23.4
"LTER03","Q2.3",2007,"10",28.9161595152309,0,0,88.4,11.6
"LTER04","Q2.3",2007,"10",27.9331420307505,0,0,75.8,22.9
"LTER05","Q2.3",2007,"10",28.0302540468482,0,2.4,38.2,59.4
"LTER06","Q2.3",2007,"10",28.0141901971231,0,0.5,68.7,29.6
"LTER01","Q2.3",2008,"10",NA,0,13.5,55,30
"LTER02","Q2.3",2008,"10",27.5611068818514,0,2.5,79.5,18
"LTER03","Q2.3",2008,"10",26.901772428884,0,10,86.5,1
"LTER04","Q2.3",2008,"10",27.4584466461679,1,1.5,39.4,57
"LTER05","Q2.3",2008,"10",27.5088246679317,0,6.5,22,71.5
"LTER06","Q2.3",2008,"10",27.4985380205763,0.5,6.5,59.8,30.1
"LTER01","Q2.3",2009,"10",NA,0,6.6,83.7,8.7
"LTER02","Q2.3",2009,"10",27.9294047573739,0,40.5,44.3,15.1
"LTER03","Q2.3",2009,"10",27.8308762847354,0,15,80.8,4.1
"LTER05","Q2.3",2009,"10",27.8537552325139,0,8.1,54.8,37.1
"LTER06","Q2.3",2009,"10",27.8589474084786,0,21,73.1,5.9
"LTER01","Q2.3",2010,"10",NA,0,0,99.5,0.5
"LTER02","Q2.3",2010,"10",27.8296715133983,0,17.7,78.1,4.2
"LTER03","Q2.3",2010,"10",27.7704608593066,0,1.6,96.8,1.5
"LTER04","Q2.3",2010,"10",27.75434688285,0,1.1,98.4,0.5
"LTER05","Q2.3",2010,"10",27.7994062119367,0,2.6,84.3,12.6
"LTER06","Q2.3",2010,"10",27.7881468651262,0,3.1,95.9,1
"LTER01","Q2.3",2011,"10",NA,0,20.3,79.7,0
"LTER02","Q2.3",2011,"10",27.1988156943334,0,16.3,78.3,4.9
"LTER03","Q2.3",2011,"10",27.3481164201968,1.6,0.5,97.9,0
"LTER04","Q2.3",2011,"10",27.1343604186489,0,0,99.5,0.5
"LTER05","Q2.3",2011,"10",27.4974316465004,0,6.8,75,18.2
"LTER06","Q2.3",2011,"10",27.1521394322247,0,3.2,96.8,0
"LTER01","Q2.3",2012,"10",NA,0,26.2,71.1,2.7
"LTER02","Q2.3",2012,"10",27.6908552556656,0,38.3,55.2,6.5
"LTER03","Q2.3",2012,"10",27.0555820404808,0,4.7,93.6,1.8
"LTER04","Q2.3",2012,"10",27.5607759471566,0,2.7,95.6,1
"LTER05","Q2.3",2012,"10",27.1423988133079,0,21,69.6,8.8
"LTER06","Q2.3",2012,"10",27.6373602673147,0,22.1,74.7,3.2
"LTER01","Q2.3",2013,"10",NA,0,17.6,69.2,13
"LTER02","Q2.3",2013,"10",27.4281327437002,0,17.6,57.7,24.2
"LTER03","Q2.3",2013,"10",27.3001222019187,0,3.2,78.4,2.7
"LTER04","Q2.3",2013,"10",27.2654407341126,0,2.2,93,4.2
"LTER05","Q2.3",2013,"10",27.3269287862064,0,12,76.5,9.4
"LTER06","Q2.3",2013,"10",27.3451215423303,0.5,17.9,65.2,10.8
"LTER01","Q2.3",2014,"10",NA,0,12.4,49.4,36.5
"LTER02","Q2.3",2014,"10",27.747353243686,0,1.6,51.3,45.9
"LTER03","Q2.3",2014,"10",27.9348737850972,0,10.8,71,13.4
"LTER04","Q2.3",2014,"10",27.6346662099414,0,0.5,85.5,9.5
"LTER05","Q2.3",2014,"10",27.7041951200944,1,3.6,82.9,6.2
"LTER06","Q2.3",2014,"10",27.6953348554033,0,3.8,74.6,18.2
"LTER01","Q2.3",2015,"10",NA,0,0.6,42.3,55.7
"LTER02","Q2.3",2015,"10",27.9228713888783,0,2.9,35.5,60.5
"LTER03","Q2.3",2015,"10",NA,0,13.6,62,14.6
"LTER04","Q2.3",2015,"10",27.8291361455875,0.5,0.5,77.5,16.8
"LTER05","Q2.3",2015,"10",27.793423803411,0,2.1,85,6.5
"LTER06","Q2.3",2015,"10",27.8670479199178,0.5,3.3,65.4,27.4
"LTER01","Q2.3",2016,"10",NA,0,0.6,29.3,68.3
"LTER02","Q2.3",2016,"10",28.1007888543011,0,3.3,23.6,70.8
"LTER03","Q2.3",2016,"10",27.7674599448923,2.2,10.2,59.1,25.7
"LTER04","Q2.3",2016,"10",27.9693481149626,6,0,62.1,20.7
"LTER05","Q2.3",2016,"10",28.0589241998023,0,0,73,13.5
"LTER06","Q2.3",2016,"10",28.0814179954442,0,1.1,37.7,51.4
"LTER01","Q2.3",2017,"10",NA,0,0.5,7,91.9
"LTER02","Q2.3",2017,"10",28.0340834507176,1.1,0,20.5,75.1
"LTER04","Q2.3",2017,"10",27.9515416238438,4.9,0,76,7
"LTER05","Q2.3",2017,"10",27.9874088035945,0,0,67.3,20.5
"LTER06","Q2.3",2017,"10",28.3205312733329,0.5,0.5,44.9,49.1
"LTER01","Q2.3",2018,"10",NA,0,0,9.9,87.8
"LTER02","Q2.3",2018,"10",28.4551836201598,0.5,0.5,11.6,78.9
"LTER03","Q2.3",2018,"10",28.1429816122747,2.2,11.8,45.2,27.9
"LTER04","Q2.3",2018,"10",27.8401507058375,1,0.5,35.8,50.3
"LTER05","Q2.3",2018,"10",27.8926620652837,0.5,0,65.1,15.3
"LTER06","Q2.3",2018,"10",27.4123889271993,0.5,0,17.7,66.1
"LTER01","Q2.3",2019,"10",NA,0,0,8.2,90.1
"LTER02","Q2.3",2019,"10",27.141354255825,0.5,0,14.8,78.5
"LTER03","Q2.3",2019,"10",26.9936623985925,1.6,20.5,28.6,30.2
"LTER04","Q2.3",2019,"10",27.8805200792502,4.2,0,51,23.4
"LTER05","Q2.3",2019,"10",27.9649625118934,0,0,37.8,44.8
"LTER06","Q2.3",2019,"10",28.1402852934988,0.5,0,14.9,69.7
"LTER01","Q2.3",2020,"10",NA,0,12.8,64.2,4.8
"LTER02","Q2.3",2020,"10",28.0770432372926,0,22.2,49.2,10
"LTER03","Q2.3",2020,"10",28.0046496089894,0,40.2,32,17.5
"LTER04","Q2.3",2020,"10",27.9841966964116,0,5.6,54.6,21.4
"LTER05","Q2.3",2020,"10",28.0373661629585,0,0,73.3,18.4
"LTER06","Q2.3",2020,"10",28.459912133109,0,48.2,26.4,14.1
"LTER01","Q2.3",2021,"10",NA,0,49.7,39,11.3
"LTER02","Q2.3",2021,"10",28.2740736403851,0,42.7,44.3,10.2
"LTER03","Q2.3",2021,"10",28.2299615803291,0,26.7,31.6,39.6
"LTER04","Q2.3",2021,"10",28.3037828633701,0,7.8,67.8,23.9
"LTER05","Q2.3",2021,"10",28.2362619424233,0,3.1,66.5,26.1
"LTER06","Q2.3",2021,"10",NA,0,33.7,47.4,19
"LTER01","Q2.4",2005,"10",NA,0,0,21.5,78.5
"LTER02","Q2.4",2005,"10",27.4358790656788,0,1.2,76.5,22.2
"LTER03","Q2.4",2005,"10",27.3067898281614,0,5.8,69,24.6
"LTER04","Q2.4",2005,"10",NA,1.1,0,52.2,46.2
"LTER05","Q2.4",2005,"10",NA,0,0,59.1,40.8
"LTER06","Q2.4",2005,"10",27.5642642123462,0,0,85,15
"LTER01","Q2.4",2006,"10",NA,0,0,31.6,68.4
"LTER02","Q2.4",2006,"10",28.0066848053579,0,0,86,14
"LTER03","Q2.4",2006,"10",27.9247412709896,1.2,0,78.7,18.3
"LTER04","Q2.4",2006,"10",28.0971148989899,1.2,1.2,50.3,46.2
"LTER05","Q2.4",2006,"10",27.3473522301463,1.8,0,50.6,47
"LTER06","Q2.4",2006,"10",27.9637777438792,4.8,0,66.3,28.9
"LTER01","Q2.4",2007,"10",NA,0,0,58.4,41.7
"LTER02","Q2.4",2007,"10",28.0356897667161,0,0.6,94.6,4.8
"LTER03","Q2.4",2007,"10",28.9161595152309,0,1.2,73.3,20.5
"LTER05","Q2.4",2007,"10",28.0302540468482,0,0,49.4,50.6
"LTER06","Q2.4",2007,"10",28.0141901971231,0,0,70.3,27.9
"LTER01","Q2.4",2008,"10",NA,0,6.5,86.5,7
"LTER02","Q2.4",2008,"10",27.5611068818514,0,2.5,95.5,2
"LTER03","Q2.4",2008,"10",26.901772428884,0,13.5,84.9,0.5
"LTER04","Q2.4",2008,"10",27.4584466461679,0,1.5,78,17.5
"LTER05","Q2.4",2008,"10",27.5088246679317,1,3,45.5,49.9
"LTER06","Q2.4",2008,"10",27.4985380205763,0,6.7,81.4,10.8
"LTER01","Q2.4",2009,"10",NA,0,8.6,89.8,1.6
"LTER02","Q2.4",2009,"10",27.9294047573739,0,18.2,81.8,0
"LTER03","Q2.4",2009,"10",27.8308762847354,0,5.4,93,1.5
"LTER05","Q2.4",2009,"10",27.8537552325139,0,13.3,56.9,29.8
"LTER06","Q2.4",2009,"10",27.8589474084786,0,12.8,86.2,0
"LTER01","Q2.4",2010,"10",NA,0,0,100,0
"LTER02","Q2.4",2010,"10",27.8296715133983,0,6.3,91.6,2.1
"LTER03","Q2.4",2010,"10",27.7704608593066,0,0,99.5,0.5
"LTER04","Q2.4",2010,"10",27.75434688285,0,2.1,89.6,7.8
"LTER05","Q2.4",2010,"10",27.7994062119367,0.5,10.2,88.2,0.5
"LTER06","Q2.4",2010,"10",27.7881468651262,0,1.1,97.4,1.1
"LTER01","Q2.4",2011,"10",NA,0.5,14.2,85.2,0
"LTER02","Q2.4",2011,"10",27.1988156943334,0,4.2,89.6,6.2
"LTER03","Q2.4",2011,"10",27.3481164201968,8.2,0,91.8,0
"LTER04","Q2.4",2011,"10",27.1343604186489,0,3.2,95.8,1
"LTER05","Q2.4",2011,"10",27.4974316465004,0,8.2,81.5,10.4
"LTER01","Q2.4",2012,"10",NA,0,31.4,66.5,2.1
"LTER02","Q2.4",2012,"10",27.6908552556656,0,16.3,77,6.8
"LTER03","Q2.4",2012,"10",27.0555820404808,0,8.1,89.8,2.2
"LTER04","Q2.4",2012,"10",27.5607759471566,0,3.8,94,2.2
"LTER05","Q2.4",2012,"10",27.1423988133079,0,16.1,80.7,3.1
"LTER06","Q2.4",2012,"10",27.6373602673147,0,8.5,85.1,6.4
"LTER01","Q2.4",2013,"10",NA,0,24.6,61.5,13.8
"LTER02","Q2.4",2013,"10",27.4281327437002,0,13.8,70.7,15.5
"LTER03","Q2.4",2013,"10",27.3001222019187,0,1.1,89.8,1.1
